tweet,username,clean_tweet,sentiment
@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Pada rapat kerja lalu kami (pemerintah dan DPR) telah sepakat melanjutkan pembahasan RUU PDP dan menyelesaikannya menjadi UU PDP. @kemkominfo,AryPrasetyo_85,@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Pada rapat kerja lalu kami (pemerintah dan DPR) telah sepakat melanjutkan pembahasan RUU PDP dan menyelesaikannya menjadi UU PDP. @kemkominfo,Positive
Komisi I DPR menargetkan RUU Perlindungan Data Pribadi (PDP) selesai disahkan pada Desember akhir tahun ini. #merahputihcom #DPR #news #UPDATE https://t.co/rDRmyQPgeE,newsmerahputih,Komisi I DPR menargetkan RUU Perlindungan Data Pribadi (PDP) selesai disahkan pada Desember akhir tahun ini. #merahputihcom #DPR #news #UPDATE https://t.co/rDRmyQPgeE,Positive
@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Benar-benar semakin terlindung masyarakat dengan adanya RUU PDP ini @kemkominfo @PlateJohnny,putrivio3,@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Benar-benar semakin terlindung masyarakat dengan adanya RUU PDP ini @kemkominfo @PlateJohnny,Neutral
"Penting bagi Indonesia untuk segera memiliki landasan hukum perlindungan data pribadi. Sayang, Indonesia relatif lambat membahas persoalan ini. Dalam catatan pemerintah, RUU PDP telah mulai dibahas sejak 2012 namun hingga tahun ini belum juga disahkan. https://t.co/ofxVSYTD6V",voaindonesia,"Penting bagi Indonesia untuk segera memiliki landasan hukum perlindungan data pribadi. Sayang, Indonesia relatif lambat membahas persoalan ini. Dalam catatan pemerintah, RUU PDP telah mulai dibahas sejak 2012 namun hingga tahun ini belum juga disahkan. https://t.co/ofxVSYTD6V",Negative
"Diperlukan adanya peningkatan keamanan siber &amp; pengesahan RUU PDP agar data pribadi pengguna dapat terjaga. Wah, semoga kejadian serupa tidak kembali terulang ya! Gimana menurutmu, apakah kamu percaya kasus kebocoran data tidak akan terjadi lagi? #KasusKebocoranData",cips_id,"Diperlukan adanya peningkatan keamanan siber &amp; pengesahan RUU PDP agar data pribadi pengguna dapat terjaga. Wah, semoga kejadian serupa tidak kembali terulang ya! Gimana menurutmu, apakah kamu percaya kasus kebocoran data tidak akan terjadi lagi? #KasusKebocoranData",Positive
Direktur Eksekutif ELSAM Wahyudi Djafar mengatakan bahwa RUU PDP harus mengatur tentang pelindungan data pribadi anak. https://t.co/jNIv0qlpfN,TirtoID,Direktur Eksekutif ELSAM Wahyudi Djafar mengatakan bahwa RUU PDP harus mengatur tentang pelindungan data pribadi anak. https://t.co/jNIv0qlpfN,Neutral
Kualitas seperti ini pada mau mengamankan data data dan keselamatan anak2??? Jgn cuma buat viral dan ujung2nya sahkan RUU PDP. Data-data yang Bocor dari KPAI Diduga Valid https://t.co/cDJ1TpazqH,Ndons_Back,Kualitas seperti ini pada mau mengamankan data data dan keselamatan anak2??? Jgn cuma buat viral dan ujung2nya sahkan RUU PDP. Data-data yang Bocor dari KPAI Diduga Valid https://t.co/cDJ1TpazqH,Negative
Anggota DPR Dorong RUU PDP Disahkan Bulan Depan https://t.co/7oqkWjuugo,ivooxid,Anggota DPR Dorong RUU PDP Disahkan Bulan Depan https://t.co/7oqkWjuugo,Positive
RUU PDP Harus Atur Pelindungan Data Pribadi Anak https://t.co/UvQqcRvCu1,jabarekspres,RUU PDP Harus Atur Pelindungan Data Pribadi Anak https://t.co/UvQqcRvCu1,Neutral
ELSAM: RUU PDP harus atur pelindungan data pribadi anak https://t.co/9kIR2h1rh8,DEWITOGEL1,ELSAM: RUU PDP harus atur pelindungan data pribadi anak https://t.co/9kIR2h1rh8,Neutral
ELSAM: RUU PDP harus atur pelindungan data pribadi anak https://t.co/YXoi8AO7fx,bocorantogelHK,ELSAM: RUU PDP harus atur pelindungan data pribadi anak https://t.co/YXoi8AO7fx,Neutral
[Siaran Pers] Pelindungan Data Pribadi Anak Penting Diatur dalam RUU PDP https://t.co/RwBGexJG1r,elsamnews,[Siaran Pers] Pelindungan Data Pribadi Anak Penting Diatur dalam RUU PDP https://t.co/RwBGexJG1r,Positive
ELSAM: RUU PDP harus mengatur pelindungan data pribadi anak https://t.co/m24tUaA1Gr,antaramakassar,ELSAM: RUU PDP harus mengatur pelindungan data pribadi anak https://t.co/m24tUaA1Gr,Neutral
"@DivHumas_Polri @CCICPolri semoga RUU PDP cepet cepet digolkan amin, kita semua udah resah bgt pak sama yg namanya kebocoran data🙏🏻",ybaeram,"@DivHumas_Polri @CCICPolri semoga RUU PDP cepet cepet digolkan amin, kita semua udah resah bgt pak sama yg namanya kebocoran data🙏🏻",Negative
"Farhan: RUU PDP Bukan Tutup, Melainkan Kelola Akses Data https://t.co/b9jySmCIBX via @medcom_id #cekdulumedcom #carabarumenikmatimedcom",medcom_id,"Farhan: RUU PDP Bukan Tutup, Melainkan Kelola Akses Data https://t.co/b9jySmCIBX via @medcom_id #cekdulumedcom #carabarumenikmatimedcom",Neutral
Komisi I Sebut Panja RUU PDP Perlu Atur Data Profiling https://t.co/eVf81BZWNw,smartcityindo,Komisi I Sebut Panja RUU PDP Perlu Atur Data Profiling https://t.co/eVf81BZWNw,Neutral
"Farhan: RUU PDP Bukan Tutup, Melainkan Kelola Akses Data https://t.co/pTtx4QSG1g",medcom_id,"Farhan: RUU PDP Bukan Tutup, Melainkan Kelola Akses Data https://t.co/pTtx4QSG1g",Neutral
@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Komitmen pemerintah untuk menjaga keamanan data pribadi masyarakat tertuang dalam RUU PDP. MANTAP🇲🇨👍 @kemkominfo @PlateJohnny,FaGtng,@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Komitmen pemerintah untuk menjaga keamanan data pribadi masyarakat tertuang dalam RUU PDP. MANTAP🇲🇨👍 @kemkominfo @PlateJohnny,Positive
"@nnfrra iya sulit bang, seengganya biar ga ada perdebatan macam ini masuk ranah privasi atau bukan wkwkw. Kalo RUU PDP di sah-in, kalo datanya udah bocor duluan sebelum ada UU ini gimana bang (?) . Ya namanya system ya kan, siapa tau udah bocor duluan terus di keep dulu sebelum disebar.",gustySAP,"@nnfrra iya sulit bang, seengganya biar ga ada perdebatan macam ini masuk ranah privasi atau bukan wkwkw. Kalo RUU PDP di sah-in, kalo datanya udah bocor duluan sebelum ada UU ini gimana bang (?) . Ya namanya system ya kan, siapa tau udah bocor duluan terus di keep dulu sebelum disebar.",Negative
@gustySAP Soal landasan hokumnya sih blm pernah denger untuk case ini.. Sulit juga sebenernya kalo di sini mau dibuat aturan gitu. Lahh itu aja RUU PDP yg lg dibutuhin bgt sampe sekarang ngga kelar-kelar,nnfrra,@gustySAP Soal landasan hokumnya sih blm pernah denger untuk case ini.. Sulit juga sebenernya kalo di sini mau dibuat aturan gitu. Lahh itu aja RUU PDP yg lg dibutuhin bgt sampe sekarang ngga kelar-kelar,Negative
Sejumlah politisi menilai RUU PDP sangat memiliki urgensi sehingga dengan dimasukkannya RUU PDP dalam Prolegnas sangat tepat untuk kemudian dibahas dan disahkan karena menyangkut kepentingan masyarakat. https://t.co/J4TfsvZs6w,BEM_FHUPNVJ,Sejumlah politisi menilai RUU PDP sangat memiliki urgensi sehingga dengan dimasukkannya RUU PDP dalam Prolegnas sangat tepat untuk kemudian dibahas dan disahkan karena menyangkut kepentingan masyarakat. https://t.co/J4TfsvZs6w,Negative
[KAJIAN] Nasib Perlidungan Data Pribadi Dalam RUU PDP Sejak berkembangnya Era Digital 4.0 berakibat pada semakin mudahnya setiap orang untuk mengakses informasi melalui digital. https://t.co/PaOHkOvjB1,BEM_FHUPNVJ,[KAJIAN] Nasib Perlidungan Data Pribadi Dalam RUU PDP Sejak berkembangnya Era Digital 4.0 berakibat pada semakin mudahnya setiap orang untuk mengakses informasi melalui digital. https://t.co/PaOHkOvjB1,Neutral
"(...) Jokowi bocor. Jika data seorang Presiden bocor, bagaimana dengan rakyatnya? Kebocoran data dapat digunakan oleh pihak yang tidak bertanggung jawab untuk melakukan kejahatan. Oleh karena itu, pemerintah Indonesia harus segera menegakkan hukum tentang RUU PDP. (...) https://t.co/kHZBq8ALGj",BEMFFUI,"(...) Jokowi bocor. Jika data seorang Presiden bocor, bagaimana dengan rakyatnya? Kebocoran data dapat digunakan oleh pihak yang tidak bertanggung jawab untuk melakukan kejahatan. Oleh karena itu, pemerintah Indonesia harus segera menegakkan hukum tentang RUU PDP. (...) https://t.co/kHZBq8ALGj",Neutral
Itu mahasewa suruh demo untuk sahkan Ruu KKS Sahkan Ruu PDP Sahkan Ruu PKS Sahkan Ruu Pertanahan Nah minimal ini lah biar ada perlindungan gtu 😊,_Umamlik,Itu mahasewa suruh demo untuk sahkan Ruu KKS Sahkan Ruu PDP Sahkan Ruu PKS Sahkan Ruu Pertanahan Nah minimal ini lah biar ada perlindungan gtu 😊,Negative
"@thinkpolicyid DIM RUU PDP bisa dibaca dimana sih, Kak? Yang agak lengkap --tidak termasuk DIM-- utk tahu perkembangan #RUUPDP kok baru nemu di https://t.co/RDscdzxTUD",andianwilatutu,"@thinkpolicyid DIM RUU PDP bisa dibaca dimana sih, Kak? Yang agak lengkap --tidak termasuk DIM-- utk tahu perkembangan #RUUPDP kok baru nemu di https://t.co/RDscdzxTUD",Positive
"Penting bagi Indonesia utk segera memiliki landasan hukum perlindungan data pribadi. Dlm catatan pemerintah, RUU PDP telah mulai dibahas sejak 2012 namun hingga tahun ini belum juga disahkan. via @voaindonesia https://t.co/X6QvQ2BHzx https://t.co/64Jl2zXBVO",RadioElshinta,"Penting bagi Indonesia utk segera memiliki landasan hukum perlindungan data pribadi. Dlm catatan pemerintah, RUU PDP telah mulai dibahas sejak 2012 namun hingga tahun ini belum juga disahkan. via @voaindonesia https://t.co/X6QvQ2BHzx https://t.co/64Jl2zXBVO",Positive
"Pemerintah Jaga Keamanan Data Pribadi Masyarakat Melalui RUU PDP Kehadiran RUU PDP tersebut diharapkan dapat memberi perlindungan sistem elektronik dari serangan keamanan siber, dan pelindungan data pribadi masyarakat dalam platform digital. @kemkominfo https://t.co/pv1ItcJIRz",Aryprasetyo85,"Pemerintah Jaga Keamanan Data Pribadi Masyarakat Melalui RUU PDP Kehadiran RUU PDP tersebut diharapkan dapat memberi perlindungan sistem elektronik dari serangan keamanan siber, dan pelindungan data pribadi masyarakat dalam platform digital. @kemkominfo https://t.co/pv1ItcJIRz",Neutral
Kebocoran data yang terjadi terus menerus membuktikan pemerintah tak pernah mau belajar. RUU PDP mendesak disahkan.   https://t.co/GBKUwxyUuh,TirtoID,Kebocoran data yang terjadi terus menerus membuktikan pemerintah tak pernah mau belajar. RUU PDP mendesak disahkan.   https://t.co/GBKUwxyUuh,Negative
"Cari tahu seputar pentingnya PDP! Ikuti Live Podcast Episode 8: RUU PDP, Apa Kabarnya? Kamis, 28 Oktober 2021 pukul 16.00 - 17.00 WIB. Narasumber Alia Yofira Karunian (ELSAM) dan Hendri Sasmita Yuda (Dit. Tata Kelola Aptika-Kemkominfo). Host @offienatalia &amp; @saverodwipayana https://t.co/hnxLERPzyE",internetsehat,"Cari tahu seputar pentingnya PDP! Ikuti Live Podcast Episode 8: RUU PDP, Apa Kabarnya? Kamis, 28 Oktober 2021 pukul 16.00 - 17.00 WIB. Narasumber Alia Yofira Karunian (ELSAM) dan Hendri Sasmita Yuda (Dit. Tata Kelola Aptika-Kemkominfo). Host @offienatalia &amp; @saverodwipayana https://t.co/hnxLERPzyE",Positive
"Maraknya kasus kebocoran data di Indonesia, kembali memunculkan pertanyaan, apa kabar Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP)? https://t.co/heyerHmYsV",detikinet,"Maraknya kasus kebocoran data di Indonesia, kembali memunculkan pertanyaan, apa kabar Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP)? https://t.co/heyerHmYsV",Negative
Malam ini giliran bicara ttg Perlindungan data Pribadi dan Warganet. Kebetulan saya msh wakil ketua untuk pembahasan RUU PDP. Semoga dg diskusi ini dpt masukan yang bermanfaat. Amin YRA. https://t.co/usR1bW2JU3,henrysubiakto,Malam ini giliran bicara ttg Perlindungan data Pribadi dan Warganet. Kebetulan saya msh wakil ketua untuk pembahasan RUU PDP. Semoga dg diskusi ini dpt masukan yang bermanfaat. Amin YRA. https://t.co/usR1bW2JU3,Positive
Kemkominfo: Pembahasan RUU PDP Akan Berlanjut November 2021 https://t.co/Jt1lUKp4q3,Lip6Tekno,Kemkominfo: Pembahasan RUU PDP Akan Berlanjut November 2021 https://t.co/Jt1lUKp4q3,Neutral
Solusi sahkan RUU PDP 🤣🤣🤣🤣 https://t.co/dTEkNhCCGn,Ndons_Back,Solusi sahkan RUU PDP 🤣🤣🤣🤣 https://t.co/dTEkNhCCGn,Positive
Legislator NasDem ini juga menambahkan kalau tidak diputuskan sekarang menunggu perkembangan demi perkembangan lama-lama tidak akan pernah jadi itu undang-undang. #RUUPDP #DataPribadi #FraksiNasDem #NasDemPeduli,NasDem,Legislator NasDem ini juga menambahkan kalau tidak diputuskan sekarang menunggu perkembangan demi perkembangan lama-lama tidak akan pernah jadi itu undang-undang. #RUUPDP #DataPribadi #FraksiNasDem #NasDemPeduli,Positive
Anggota Komisi I DPR dari fraksi NasDem kakak Muhammad Farhan juga mendorong RUU Perlindungan Data Pribadi (PDP) disahkan pada November 2021.,NasDem,Anggota Komisi I DPR dari fraksi NasDem kakak Muhammad Farhan juga mendorong RUU Perlindungan Data Pribadi (PDP) disahkan pada November 2021.,Positive
@ABSetyono @kemkominfo @PlateJohnny @jokowi Dukung RUU PDP @kemkominfo @PlateJohnny,dejugul,@ABSetyono @kemkominfo @PlateJohnny @jokowi Dukung RUU PDP @kemkominfo @PlateJohnny,Neutral
@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Setuju RUU PDP @kemkominfo @PlateJohnny,suraidahridah,@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Setuju RUU PDP @kemkominfo @PlateJohnny,Positive
@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Dukung banget RUU PDP @kemkominfo @PlateJohnny,dejugul,@ABSetyono @kemkominfo @PlateJohnny @BSSN_RI @KemensetnegRI @Aryprasetyo85 @setkabgoid @VIVAcoid @NgkongRoses @Dennysiregar7 @BAKTIKominfo Dukung banget RUU PDP @kemkominfo @PlateJohnny,Neutral
Udah sama banget kyk bang Jokir nganu nganu itu yang dikit-dikit kaget terus itu RUU PDP kapan bisa dipercepet?,pangbejakeun,Udah sama banget kyk bang Jokir nganu nganu itu yang dikit-dikit kaget terus itu RUU PDP kapan bisa dipercepet?,Positive
"Marak Kasus Data Bocor, Kominfo Desak RUU PDP Dilanjutkan #Sindonews #BukanBeritaBiasa . https://t.co/dJkPxdQwSI",SINDOnews,"Marak Kasus Data Bocor, Kominfo Desak RUU PDP Dilanjutkan #Sindonews #BukanBeritaBiasa . https://t.co/dJkPxdQwSI",Negative
"#Terpopuler Maraknya kasus kebocoran data di Indonesia, kembali memunculkan pertanyaan, apa kabar Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP)? https://t.co/rnwjYVGJTi",detikinet,"#Terpopuler Maraknya kasus kebocoran data di Indonesia, kembali memunculkan pertanyaan, apa kabar Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP)? https://t.co/rnwjYVGJTi",Negative
"Situs BSSN Diretas, Komisi I Usul Anggaran Ditambah Buat Tingkatkan Keamanan Siber Plus RUU PDP RUU KKS",Ndons_Back,"Situs BSSN Diretas, Komisi I Usul Anggaran Ditambah Buat Tingkatkan Keamanan Siber Plus RUU PDP RUU KKS",Neutral
Belum adanya titik temu tentang model struktur kelembagaan pengawasan perlindungan data Pribadi ini menjadi tantangan tersendiri mengenai nasib kelanjutan pembahasan RUU PDP. #perlindungandata https://t.co/rQkEaSjVbk,HukumOnline,Belum adanya titik temu tentang model struktur kelembagaan pengawasan perlindungan data Pribadi ini menjadi tantangan tersendiri mengenai nasib kelanjutan pembahasan RUU PDP. #perlindungandata https://t.co/rQkEaSjVbk,Neutral
"🗨️ Wrap Up Digital Expert Talks #4 ""RUU PDP dan Perekonomian Indonesia"" Smart People dapat menonton kembali siaran diskusi ini di Youtube CfDS UGM melalui link berikut https://t.co/7at77HGVzM 📺 https://t.co/AMg46rmYIb",cfds_ugm,"🗨️ Wrap Up Digital Expert Talks #4 ""RUU PDP dan Perekonomian Indonesia"" Smart People dapat menonton kembali siaran diskusi ini di Youtube CfDS UGM melalui link berikut https://t.co/7at77HGVzM 📺 https://t.co/AMg46rmYIb",Neutral
"Situs BSSN Diretas, Pakar: Rampungkan RUU PDP https://t.co/CGm0HMnpcT via @rri.co.id - KDA",RRIPrograma3,"Situs BSSN Diretas, Pakar: Rampungkan RUU PDP https://t.co/CGm0HMnpcT via @rri.co.id - KDA",Neutral
"Bp @jokowi @BKNgoid @BSSN_RI @KSPgoid Kejadian jebolnya sistem CAT ASN ini, pemerintah hrs memperkuat keamanan dengan melakukan pemeriksaan pada situs2 pemerintah dg melakukan security audit secepatnya. Selesaikan RUU PDP segera. https://t.co/xA5VjZMNrR https://t.co/xA5VjZMNrR",Ikhwanudin56,"Bp @jokowi @BKNgoid @BSSN_RI @KSPgoid Kejadian jebolnya sistem CAT ASN ini, pemerintah hrs memperkuat keamanan dengan melakukan pemeriksaan pada situs2 pemerintah dg melakukan security audit secepatnya. Selesaikan RUU PDP segera. https://t.co/xA5VjZMNrR https://t.co/xA5VjZMNrR",Positive
RUU PDP Disebut Memberikan Perlindungan untuk Masyarakat https://t.co/LeKZhDNxq1,medcom_id,RUU PDP Disebut Memberikan Perlindungan untuk Masyarakat https://t.co/LeKZhDNxq1,Neutral
"Pinjol Ilegal Marak, RUU PDP Bisa Lindungi Masyarakat https://t.co/XNQnzBuIEX",VIVAcoid,"Pinjol Ilegal Marak, RUU PDP Bisa Lindungi Masyarakat https://t.co/XNQnzBuIEX",Neutral
RUU PDP Melindungi Kepentingan Pelaku Ekonomi Digital https://t.co/PhUkG4LcFR https://t.co/aikusivsBd,UGMYogyakarta,RUU PDP Melindungi Kepentingan Pelaku Ekonomi Digital https://t.co/PhUkG4LcFR https://t.co/aikusivsBd,Positive
"Smoga kjadian ini bs jd momentum buat @DPR_RI mempercepat pmbahasan RUU PDP jd smua instansi pemerintah bhkan BSSN sgra mbenahi sistem IT mereka. Skrang mmng baru deface, besok? Siapa yg tau? Cc. @puanmaharani_ri https://t.co/CXIaRMxnJ6",bungjoker_,"Smoga kjadian ini bs jd momentum buat @DPR_RI mempercepat pmbahasan RUU PDP jd smua instansi pemerintah bhkan BSSN sgra mbenahi sistem IT mereka. Skrang mmng baru deface, besok? Siapa yg tau? Cc. @puanmaharani_ri https://t.co/CXIaRMxnJ6",Positive
"@kemkominfo @DPR_RI Bagaimana menurutmu, apakah pemerintah mampu melindungi data pribadi warga negaranya? Lalu, akankah kali ini RUU PDP berhasil disahkan? Mari bersama kita kawal pengesahan RUU PDP demi terwujudnya perlindungan data pribadi masyarakat yang lebih terjaga! #RUUPDP #DataPribadi https://t.co/4qmeeokh5R",cips_id,"@kemkominfo @DPR_RI Bagaimana menurutmu, apakah pemerintah mampu melindungi data pribadi warga negaranya? Lalu, akankah kali ini RUU PDP berhasil disahkan? Mari bersama kita kawal pengesahan RUU PDP demi terwujudnya perlindungan data pribadi masyarakat yang lebih terjaga! #RUUPDP #DataPribadi https://t.co/4qmeeokh5R",Positive
"Data pribadi yang tersebar memberikan banyak kerugian bagi masyarakat. Data tersebut tak seharusnya dapat diakses oleh berbagai pihak. Pada awal bulan November ini, @kemkominfo dan @DPR_RI kabarnya akan kembali membahas RUU PDP. https://t.co/ZCOyoszzpJ",cips_id,"Data pribadi yang tersebar memberikan banyak kerugian bagi masyarakat. Data tersebut tak seharusnya dapat diakses oleh berbagai pihak. Pada awal bulan November ini, @kemkominfo dan @DPR_RI kabarnya akan kembali membahas RUU PDP. https://t.co/ZCOyoszzpJ",Negative
"Di tengah maraknya kasus kebocoran data, CIPS mulai bertanya-tanya, kapan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) akan disahkan? https://t.co/Jj9EFdlIdX",cips_id,"Di tengah maraknya kasus kebocoran data, CIPS mulai bertanya-tanya, kapan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) akan disahkan? https://t.co/Jj9EFdlIdX",Negative
‼️ SURVEI RUU PDP CfDS UGM ‼️ Center for Digital Society UGM sedang mengadakan survei untuk mengetahui persepsi masyarakat terhadap RUU PDP 🔐 Adanya regulasi ini sangat penting bagi pengguna teknologi digital di Indonesia. https://t.co/c2XEut6AVZ,cfds_ugm,‼️ SURVEI RUU PDP CfDS UGM ‼️ Center for Digital Society UGM sedang mengadakan survei untuk mengetahui persepsi masyarakat terhadap RUU PDP 🔐 Adanya regulasi ini sangat penting bagi pengguna teknologi digital di Indonesia. https://t.co/c2XEut6AVZ,Positive
RUU PDP Harus Benar-benar Lindungi Masyarakat https://t.co/nP5aHE2a0R,Konfrontasi_co,RUU PDP Harus Benar-benar Lindungi Masyarakat https://t.co/nP5aHE2a0R,Neutral
Pengamat: Bisa Jadi RUU PDP Tak Kunjung Sah Sampai 2022 #uzoneID #lifestyle #viral https://t.co/7uaGTjSFmI,uzoneindonesia,Pengamat: Bisa Jadi RUU PDP Tak Kunjung Sah Sampai 2022 #uzoneID #lifestyle #viral https://t.co/7uaGTjSFmI,Positive
"@collegemenfess iyaa blm ada nder masih RUU, makanya dr kmrn anak fh banyak yg gembor2in supaya RUU PDP cepet2 sah",bbydmnc,"@collegemenfess iyaa blm ada nder masih RUU, makanya dr kmrn anak fh banyak yg gembor2in supaya RUU PDP cepet2 sah",Positive
Kapan Pembahasan RUU PDP Bakal Tuntaskan Kasus Kebocoran Data? https://t.co/5fWFmWYgFx,gizmologi,Kapan Pembahasan RUU PDP Bakal Tuntaskan Kasus Kebocoran Data? https://t.co/5fWFmWYgFx,Negative
RUU PDP harus benar-benar melindungi masyarakat https://t.co/eR5wSubjgb,ElshintaDotcom,RUU PDP harus benar-benar melindungi masyarakat https://t.co/eR5wSubjgb,Positive
RUU PDP Harus Benar-benar Lindungi Masyarakat #BergerakLawanTirani #BergerakLawanTirani https://t.co/aukSUxtdyA,SanusiUndins,RUU PDP Harus Benar-benar Lindungi Masyarakat #BergerakLawanTirani #BergerakLawanTirani https://t.co/aukSUxtdyA,Neutral
"@RavioPatra memberikan tanggapan mengenai kondisi perlindungan data pribadi di Indonesia saat ini. RUU PDP ini telah menjadi isu yang dibahas sejak lama. Namun, belum adanya konsensus &amp; batasan secara umum turut menjadi hambatan dalam mengesahkan RUU PDP. https://t.co/Hr0U8UmBxR",cips_id,"@RavioPatra memberikan tanggapan mengenai kondisi perlindungan data pribadi di Indonesia saat ini. RUU PDP ini telah menjadi isu yang dibahas sejak lama. Namun, belum adanya konsensus &amp; batasan secara umum turut menjadi hambatan dalam mengesahkan RUU PDP. https://t.co/Hr0U8UmBxR",Negative
"Semangatnya Digital Banking, tapi masalah sepele seperti uang masuk dari siapa aja g bisa diprovide. Takut dengan pelindungan data pribadi nasabah? gunakan konsep legitimate interest. Itu udah ada di PP 71/19 dan akan di introduce ulang di RUU PDP. Terapkan 3 Part Test.",harzyRI,"Semangatnya Digital Banking, tapi masalah sepele seperti uang masuk dari siapa aja g bisa diprovide. Takut dengan pelindungan data pribadi nasabah? gunakan konsep legitimate interest. Itu udah ada di PP 71/19 dan akan di introduce ulang di RUU PDP. Terapkan 3 Part Test.",Negative
@cacalevina @kemkominfo @Ndons_Back @rissalwan @pakaipeci @marlina_idha @fabian_shakti @toplevel_view Ujung2 nya minta RUU PDP lagi nih ya bang @rio_capella,CarlosSitindaon,@cacalevina @kemkominfo @Ndons_Back @rissalwan @pakaipeci @marlina_idha @fabian_shakti @toplevel_view Ujung2 nya minta RUU PDP lagi nih ya bang @rio_capella,Neutral
RUU PDP Diharapkan Benar-benar Melindungi Masyarakat - https://t.co/TprDYkop33 Foto: Istimewa IDN-CHANNEL - Indonesia butuh lembaga kontrol yang punya otoritas bila Rancangan Undangan-Undang Perlindungan Diri Pribadi (RUU PDP) menjadi peraturan resmi. Hal tersebut dikata... https://t.co/6BSltkg8la,idn_channel,RUU PDP Diharapkan Benar-benar Melindungi Masyarakat - https://t.co/TprDYkop33 Foto: Istimewa IDN-CHANNEL - Indonesia butuh lembaga kontrol yang punya otoritas bila Rancangan Undangan-Undang Perlindungan Diri Pribadi (RUU PDP) menjadi peraturan resmi. Hal tersebut dikata... https://t.co/6BSltkg8la,Positive
RUU PDP Disebut Memberikan Perlindungan untuk Masyarakat https://t.co/AnL3oDsQ3X via @medcom_id #CekDuluMedcom #CaraBaruMenikmatiMedcom,medcom_id,RUU PDP Disebut Memberikan Perlindungan untuk Masyarakat https://t.co/AnL3oDsQ3X via @medcom_id #CekDuluMedcom #CaraBaruMenikmatiMedcom,Neutral
KMTI mendorong dibentuknya lembaga kontrol bila RUU PDP disahkan https://t.co/zcrzlIhIpV,republikaonline,KMTI mendorong dibentuknya lembaga kontrol bila RUU PDP disahkan https://t.co/zcrzlIhIpV,Positive
RUU PDP Harus Benar-benar Lindungi Masyarakat https://t.co/I1jzmTt3hX,OposisiCerdas,RUU PDP Harus Benar-benar Lindungi Masyarakat https://t.co/I1jzmTt3hX,Neutral
Indonesia membutuhkan lembaga kontrol yang punya otoritas bila RUU PDP menjadi peraturan resmi. Selengkapnya: 👇 #RUUPDP https://t.co/wT8kFtJMQl,Beritasatu,Indonesia membutuhkan lembaga kontrol yang punya otoritas bila RUU PDP menjadi peraturan resmi. Selengkapnya: 👇 #RUUPDP https://t.co/wT8kFtJMQl,Neutral
RUU PDP Harus Benar-benar Lindungi Masyarakat https://t.co/ehIJ3YJNQh,geloraco,RUU PDP Harus Benar-benar Lindungi Masyarakat https://t.co/ehIJ3YJNQh,Neutral
Data Sensitif Yang Boleh Masuk Media Dibahas di RUU PDP https://t.co/0l8Caoduif #TempoNasional,tempodotco,Data Sensitif Yang Boleh Masuk Media Dibahas di RUU PDP https://t.co/0l8Caoduif #TempoNasional,Neutral
Indonesia Perlu Lembaga Pengawas Independen Implementasi RUU PDP https://t.co/Z9PWrc1nvc https://t.co/0K6NfZNZ14,InvestorID,Indonesia Perlu Lembaga Pengawas Independen Implementasi RUU PDP https://t.co/Z9PWrc1nvc https://t.co/0K6NfZNZ14,Neutral
